batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B029057,148,256,354,158,424,849,475,614,503,526,667,637,618,831,585,570,801,367,281,669,418,981,450,707,628,603,561,881,158,709
B030463,401,28,833,425,969,743,895,199,322,819,211,822,365,972,640,351,419,100,275,998,440,381,212,592,471,798,658,738,123,672
B031135,865,457,820,906,611,277,398,681,287,342,487,46,798,102,417,21,747,858,834,341,151,610,113,293,592,452,78,886,123,959
B005971,395,535,776,629,849,592,99,644,542,377,112,570,629,201,845,28,552,523,940,540,848,919,835,345,361,89,495,924,238,176
B030647,303,269,642,184,698,202,164,309,119,182,501,3,132,93,380,1,472,536,314,960,597,32,57,992,538,356,821,170,424,787
B025658,807,451,900,405,942,605,250,765,421,618,3,111,90,81,926,652,817,453,898,914,319,760,911,425,101,955,394,265,57,152
B049850,117,982,157,644,380,969,652,282,162,941,911,80,447,427,178,635,841,249,986,884,961,638,260,575,653,717,722,337,952,702
B027324,296,238,937,602,308,698,827,860,486,981,605,710,257,478,914,941,941,724,178,685,599,457,157,829,766,869,710,923,831,346
B040403,416,167,899,697,475,291,793,558,35,910,991,314,965,230,712,859,310,75,985,591,718,911,54,11,97,41,714,343,756,675
B009323,585,67,249,254,879,377,721,586,733,896,447,434,904,301,337,229,908,730,879,948,314,421,195,118,754,442,400,155,833,753
B022130,711,98,371,710,655,126,866,432,477,239,141,260,310,572,265,257,981,664,292,321,236,830,935,134,201,131,610,16,547,840
B026891,981,870,384,273,201,605,224,857,361,772,68,213,309,428,441,222,440,293,218,675,447,361,955,106,766,262,238,850,871,807
B023878,452,924,574,130,49,428,739,515,699,375,292,348,830,233,191,358,247,975,447,174,924,941,523,727,125,933,33,175,707,190
B005215,183,571,879,642,371,831,60,506,820,31,889,515,716,374,302,146,365,832,10,929,274,250,705,973,245,558,644,589,155,465
B036232,908,532,799,10,151,807,652,913,872,916,868,199,405,124,988,763,141,32,125,428,193,604,855,879,823,849,388,499,324,446
B040925,834,336,423,423,143,759,515,576,0,478,345,986,708,289,947,799,746,450,178,845,723,223,48,759,736,536,551,583,102,982
B015317,575,173,577,687,149,23,73,516,132,343,398,739,756,890,552,353,0,178,844,574,560,324,604,159,555,823,589,135,644,695
B016857,73,278,553,626,982,332,183,201,872,49,803,123,724,667,177,364,115,451,716,93,131,370,433,620,560,142,101,265,258,497
B041342,790,366,818,301,651,871,799,127,582,492,755,29,556,418,12,931,868,350,260,93,731,170,230,928,520,421,300,781,220,903
B037127,883,213,747,467,154,328,961,513,416,911,644,101,632,997,236,785,572,706,54,978,609,165,952,272,790,344,745,296,783,50
B029632,991,686,747,539,278,509,864,438,337,911,835,876,574,434,319,279,765,397,55,202,46,978,579,662,853,935,423,860,837,570
B001631,527,161,611,397,643,676,714,779,136,482,626,910,914,807,159,501,526,418,907,529,381,624,978,114,952,598,888,111,865,223
B037476,507,609,917,551,58,50,584,505,259,50,672,812,60,838,709,362,931,903,933,348,530,702,673,730,432,927,836,141,485,14
B000879,560,924,14,411,180,751,175,511,163,573,119,80,306,637,625,125,976,610,852,501,570,816,708,948,889,625,160,873,227,231
B010675,258,16,286,149,180,204,231,707,156,379,839,923,305,305,951,953,813,500,820,238,405,377,294,667,409,456,811,296,109,723
B042774,895,417,461,522,238,19,596,796,368,81,401,888,391,707,806,462,30,289,671,70,815,717,891,440,474,895,293,491,290,650
B007573,537,259,828,21,279,275,210,506,651,146,87,619,217,466,161,888,427,106,10,796,750,868,258,381,782,59,325,349,62,150
B028700,730,348,473,471,358,937,147,143,405,556,670,984,351,524,769,746,320,842,449,908,14,598,757,613,953,310,957,261,508,533
B040480,467,94,867,572,843,697,543,141,82,683,616,746,907,325,815,933,114,278,322,297,111,551,523,480,361,124,951,730,994,494
B009269,175,258,666,479,818,479,145,494,483,120,12,539,594,980,544,480,212,852,216,661,107,334,799,598,409,675,333,964,421,954
B001351,788,243,362,772,696,801,170,80,207,791,126,706,961,788,924,526,427,88,975,484,651,819,225,312,66,700,275,874,345,519
B020101,999,35,374,150,278,407,467,785,950,161,733,534,447,566,589,317,892,822,12,498,354,320,2,200,41,551,140,402,344,136
B007419,18,243,96,395,67,646,110,6,38,609,513,537,445,197,433,61,352,873,92,771,80,219,433,29,921,817,300,782,240,193
B024257,634,717,331,708,878,128,786,554,726,730,370,561,774,523,991,559,299,46,899,777,938,37,551,407,161,398,290,803,6,281
B045837,969,514,645,96,811,413,947,296,338,528,971,402,638,677,993,229,179,183,210,223,833,870,747,844,476,600,77,766,320,894
B033469,944,250,784,162,447,985,76,151,382,712,859,310,544,724,459,376,512,707,493,226,775,497,313,321,676,80,571,466,733,169
B024639,863,707,696,110,499,601,330,270,365,213,8,366,427,41,295,208,256,838,767,955,434,494,265,529,186,277,385,293,103,707
B006377,254,753,993,621,910,8,967,384,6,466,159,299,737,836,383,359,623,296,24,561,474,143,76,924,211,18,696,168,437,461
B020204,229,974,197,29,93,516,797,108,962,257,138,123,220,191,560,399,779,713,489,542,215,852,746,99,278,924,929,387,261,155
B028650,924,512,274,169,810,725,163,576,567,295,702,201,760,948,510,678,846,705,321,125,172,705,49,654,337,51,69,921,952,860
B025908,636,767,525,458,568,514,725,193,229,754,835,599,663,79,562,391,272,484,768,993,21,354,82,18,470,922,471,88,104,659
B049783,350,643,480,793,385,221,138,913,196,585,4,305,804,371,712,24,550,245,681,732,869,72,541,587,779,539,128,916,124,359
B022193,590,300,674,549,231,318,747,512,450,674,753,942,329,824,978,87,703,775,966,440,496,573,763,182,586,382,916,63,0,575
B043976,581,549,143,463,339,806,792,787,620,765,490,270,223,810,990,546,890,29,63,591,680,814,333,488,23,254,769,275,185,79
B032196,363,154,360,0,773,63,874,747,33,849,66,89,503,66,184,554,913,770,73,792,850,49,650,842,54,239,430,717,998,47
B011343,593,570,333,433,789,747,996,90,416,278,329,509,727,827,182,890,257,780,15,467,322,903,71,581,285,388,959,643,309,659
B016709,411,912,684,709,648,838,997,427,570,910,70,837,27,715,795,495,842,449,346,539,551,356,991,44,255,784,37,961,929,276
B045962,110,757,84,414,716,964,412,821,5,674,868,819,859,790,445,778,722,45,973,651,278,459,296,569,53,33,827,608,672,766
B004712,35,227,753,365,159,797,35,183,543,957,706,861,679,19,975,559,613,361,288,329,730,470,1,40,578,558,627,334,294,495
B003436,935,673,134,809,366,774,514,800,898,204,456,623,121,416,246,232,250,261,91,937,597,250,107,690,45,47,195,736,331,400
B010471,659,913,252,737,400,662,865,137,954,74,335,587,786,366,22,641,561,897,418,919,125,656,729,593,171,185,221,309,540,755
B046330,234,312,176,245,698,168,10,332,318,714,758,259,440,193,20,474,886,721,458,605,278,814,88,897,548,433,192,734,527,206
B028675,380,96,880,782,284,446,442,118,789,669,682,582,781,746,799,582,593,563,656,791,641,98,819,275,373,439,323,959,711,717
B026448,647,247,746,223,172,275,366,282,710,687,548,177,940,318,137,344,733,269,203,633,604,60,467,657,556,582,569,146,622,5
B006798,506,942,97,118,719,137,395,255,93,993,940,984,340,937,931,237,139,438,629,56,779,662,183,804,993,765,418,470,587,758
B045406,768,167,295,518,328,106,843,840,427,91,410,594,143,135,950,820,372,496,571,868,260,598,188,318,677,216,896,916,402,887
B004831,896,518,124,343,372,595,881,787,355,189,791,417,160,358,326,142,693,565,835,65,7,784,224,113,110,917,246,585,680,133
B027010,415,86,69,351,211,949,628,330,886,33,63,502,969,899,534,894,901,768,487,59,496,619,690,714,981,583,198,976,8,502
B024902,696,359,233,398,243,546,59,445,628,230,722,380,35,109,512,411,422,933,680,656,602,945,306,14,675,630,48,243,891,584
B025393,659,567,228,138,469,312,94,524,796,714,874,519,471,301,411,788,616,292,454,831,283,674,655,215,842,154,506,879,907,926
B003790,813,878,878,42,267,8,5,825,411,465,545,278,348,305,800,851,184,925,339,441,331,590,6,921,68,150,534,338,41,554
B005627,963,818,538,797,618,693,366,845,505,992,727,738,784,382,79,116,328,235,799,838,145,212,793,813,427,247,50,257,577,629
B019608,606,232,500,136,44,484,713,443,926,597,607,839,236,55,819,809,297,636,426,694,835,359,400,771,224,455,887,944,854,344
B015271,829,958,580,957,705,508,290,463,159,749,25,665,223,750,540,966,233,376,774,354,425,804,650,249,696,731,771,742,416,570
B039362,334,184,852,979,766,228,940,899,77,483,694,895,492,948,134,545,123,137,919,814,581,750,171,752,138,392,500,413,853,728
B026946,229,800,453,576,836,28,142,33,274,167,952,655,37,714,664,74,907,236,762,510,860,688,593,849,493,836,928,415,786,44
B029480,786,317,967,890,339,386,744,572,137,567,25,801,548,267,984,485,892,960,655,490,498,817,686,138,358,116,942,748,899,24
B000842,468,172,219,454,382,43,25,57,459,972,978,406,878,709,968,910,86,598,231,294,701,3,808,621,506,148,283,267,172,754
B046506,120,406,250,964,866,504,786,691,871,76,123,53,518,470,704,247,741,82,755,634,287,375,120,642,868,972,971,428,855,867
B019338,761,361,825,687,94,213,304,453,757,777,773,570,212,668,237,36,494,142,970,13,755,23,75,885,661,395,510,207,883,96
B005188,567,919,372,279,236,172,861,395,638,9,384,179,545,443,920,115,246,494,769,800,510,791,318,639,877,957,569,757,77,266
B039808,889,614,928,324,172,729,149,530,313,653,646,553,634,78,636,715,815,44,225,404,432,758,217,484,69,113,31,985,767,847
B001363,261,68,394,619,256,815,822,956,93,461,776,331,400,511,472,552,593,881,394,83,537,341,673,138,369,1,532,8,314,962
B001053,140,302,221,417,366,951,880,933,574,727,174,704,726,424,322,428,33,482,61,68,523,625,686,336,734,82,303,67,137,620
B031414,844,158,584,738,320,397,774,714,744,792,716,608,875,936,643,23,678,851,357,872,558,625,816,769,39,856,771,229,489,228
B013397,814,864,519,102,790,221,75,545,257,152,176,288,736,661,550,528,37,379,118,802,651,913,908,509,977,525,14,755,546,879
B030948,291,195,865,168,527,424,13,655,160,760,362,610,337,953,22,775,103,315,506,72,845,966,786,895,268,644,928,628,848,518
B015839,488,901,29,858,604,912,839,966,979,86,773,71,567,119,128,135,151,654,320,431,360,834,134,788,986,129,814,549,857,509
B017231,640,423,607,864,297,355,369,501,452,363,629,631,996,932,332,541,689,617,144,585,567,636,623,623,26,599,130,163,321,256
B000933,20,807,407,595,19,755,516,33,769,823,979,450,896,457,391,921,36,660,489,646,483,102,807,430,426,785,531,893,839,880
B043353,317,944,170,203,900,662,61,356,7,70,279,980,41,668,338,246,787,666,175,853,90,303,214,812,383,459,110,43,619,988
B006167,238,609,766,861,585,155,105,993,183,857,653,121,722,334,765,826,431,527,99,407,643,444,793,857,341,624,896,954,906,321
B037552,579,989,227,613,281,802,304,922,286,881,576,280,17,508,907,787,89,985,67,168,4,652,747,757,198,734,444,21,797,164
B029259,580,747,947,289,503,575,385,523,722,526,905,952,336,80,812,63,285,902,857,261,897,210,508,324,153,578,62,382,53,936
B034679,574,361,648,56,320,808,753,73,181,565,740,269,314,88,847,723,694,554,626,258,212,895,682,252,807,886,920,842,465,999
B008698,669,3,703,673,406,237,347,218,354,573,685,423,863,842,210,358,360,485,751,347,271,1,684,982,933,654,575,953,44,650
B024057,329,577,978,97,604,987,979,162,916,637,563,588,373,27,242,517,224,785,842,632,21,246,230,128,274,437,158,297,299,958
B041700,419,305,580,742,678,469,414,490,189,696,961,398,418,771,855,809,258,430,370,572,203,578,136,522,234,137,7,95,79,885
B044773,876,203,773,65,309,964,148,200,406,99,579,165,630,713,212,835,432,879,225,365,994,664,550,380,602,205,692,355,596,175
B022602,545,179,901,877,367,814,677,767,758,786,179,901,164,929,252,964,453,236,11,624,826,754,71,409,273,549,32,445,541,537
B003113,256,303,208,267,222,634,601,878,151,339,87,981,207,425,639,668,760,40,124,871,207,280,377,688,606,148,184,476,798,234
B038856,513,290,10,201,81,513,934,105,439,807,28,352,636,695,506,632,312,183,8,616,457,20,983,282,920,365,21,924,138,65
B043725,84,881,311,779,824,662,141,574,177,590,973,265,441,600,272,165,75,717,323,799,956,782,274,986,532,950,218,414,406,123
B015679,620,180,401,342,261,686,761,202,354,576,752,985,111,289,361,250,766,670,385,188,827,276,761,135,172,288,442,369,379,74
B049961,248,387,438,12,94,715,130,64,564,171,310,586,932,902,605,984,623,25,5,88,330,59,703,368,211,517,341,333,601,821
B000124,446,726,412,561,874,960,501,962,729,772,475,780,581,380,802,459,787,791,309,494,739,980,733,932,603,200,851,981,706,983
B028389,707,569,97,548,9,134,169,908,808,237,510,544,943,601,684,284,997,748,891,263,591,441,214,515,747,149,979,337,946,163
B048010,779,879,913,171,29,141,609,897,250,843,261,159,329,929,951,27,964,740,452,102,929,745,195,642,350,678,349,786,789,184
B013298,7,948,592,541,667,352,342,866,121,356,349,898,463,762,585,939,903,968,263,873,45,148,33,307,117,608,823,539,20,160
B050387,332,777,927,112,783,540,367,171,785,831,832,331,945,322,738,870,679,347,806,381,613,990,369,877,963,463,759,93,991,993
B045542,359,242,388,106,501,914,885,456,229,135,91,384,28,176,561,644,267,77,214,401,898,331,995,278,343,64,43,969,293,280
B028776,219,944,601,497,787,693,139,624,972,911,500,315,608,723,73,201,423,20,186,482,410,633,564,290,709,723,399,274,927,660
B003714,146,73,661,838,240,346,802,330,778,818,534,515,938,592,534,249,504,949,453,79,11,424,552,442,618,702,385,901,710,675
B041187,471,798,170,644,274,786,547,309,873,100,719,869,387,309,120,665,93,284,457,532,888,894,407,830,848,851,910,285,317,636
B009048,836,503,251,552,165,999,493,428,602,11,141,207,888,614,239,436,74,907,210,658,879,348,829,917,295,767,907,729,751,438
B017309,970,723,317,583,512,568,135,400,624,521,375,726,777,386,358,446,271,102,365,118,765,704,611,376,258,51,818,824,564,390
B020116,245,443,605,430,104,700,112,592,692,32,227,354,871,737,351,537,164,205,896,704,275,966,182,782,803,413,217,715,235,926
B046174,234,297,199,177,948,125,630,908,69,541,585,867,551,96,605,739,903,988,561,939,396,976,555,504,647,498,788,685,193,963
B043514,483,914,262,457,165,677,255,686,607,698,277,929,314,705,289,180,234,201,183,663,509,419,581,405,644,786,358,852,338,670
B048945,579,872,711,783,396,122,530,619,931,13,544,289,512,133,121,74,685,255,164,267,786,310,944,144,565,603,463,106,287,790
B018114,415,371,112,665,856,11,356,335,843,391,199,691,210,375,633,76,975,712,274,927,573,634,355,117,724,904,872,668,220,908
B002361,496,878,179,838,447,659,994,209,879,384,839,924,770,937,253,548,753,497,697,469,420,576,689,956,282,141,91,888,343,141
B015811,509,820,378,452,66,526,247,688,461,421,787,641,152,692,311,946,357,256,380,983,330,914,896,15,855,312,697,870,289,11
B045473,58,494,513,10,178,133,419,296,818,307,533,382,590,889,641,921,982,819,140,980,239,692,545,402,905,273,708,553,55,574
B046462,733,557,950,123,510,255,747,309,914,24,665,528,314,340,500,92,835,1,335,371,49,561,604,278,712,259,986,243,150,920
B030427,488,458,975,247,163,302,531,458,769,128,670,639,266,412,287,415,533,356,910,676,358,729,292,733,633,516,742,369,604,535
B037689,542,87,132,57,640,814,161,535,884,948,588,255,662,27,318,147,919,65,236,342,464,123,908,883,829,982,894,300,146,228
B039136,696,359,581,87,95,467,936,857,550,773,315,478,933,58,290,72,937,65,306,504,490,45,329,561,904,63,448,311,998,983
B015621,445,987,907,807,297,525,943,963,239,75,727,731,73,430,178,232,563,84,183,316,477,378,790,359,897,600,610,759,902,738
B006604,669,216,445,949,956,315,896,707,780,677,845,448,127,226,116,982,288,653,392,478,401,147,25,68,528,657,954,720,880,430
B005625,405,978,914,343,447,296,917,524,946,735,229,278,869,176,567,824,171,566,671,354,387,110,432,536,418,186,873,602,154,237
B006741,981,470,758,126,156,949,60,580,434,424,527,655,119,709,975,732,566,628,971,343,691,287,127,206,679,521,491,626,405,720
B011053,215,301,979,881,477,357,615,928,987,815,777,412,906,317,827,689,629,870,100,836,784,988,887,613,195,342,669,248,592,139
B042281,786,938,275,710,585,246,390,793,605,700,208,420,751,638,576,818,616,826,706,214,703,175,763,741,872,518,114,830,592,762
B027919,695,990,545,322,323,348,86,84,710,781,695,642,389,831,683,959,140,882,362,565,938,220,495,389,264,148,427,84,253,152
B028551,784,4,191,929,811,535,927,617,78,633,632,522,367,770,757,425,973,501,787,786,212,580,920,345,456,903,708,535,823,836
B038295,977,891,336,856,292,527,385,238,977,845,582,994,994,548,561,298,607,757,236,912,798,903,366,583,422,581,89,144,805,589
B020860,886,809,159,190,92,816,847,691,826,836,130,467,368,34,806,888,684,775,132,186,462,691,574,769,615,119,209,20,215,258
B002881,958,113,109,365,510,640,150,356,478,965,727,144,888,846,708,905,696,387,415,306,173,469,779,123,827,419,334,95,709,270
B049526,647,867,280,56,764,265,496,860,94,355,484,104,867,84,346,762,281,221,998,798,607,201,833,552,515,133,382,429,153,977
B049701,736,976,381,455,117,156,755,987,487,839,298,566,54,220,330,34,241,725,443,392,929,813,894,558,304,679,23,602,622,403
B043951,627,344,223,773,668,268,73,234,452,491,377,643,663,999,663,376,967,648,639,456,85,612,804,221,242,97,229,769,240,948
B009227,199,579,87,246,373,931,616,41,904,597,290,718,253,383,844,298,234,980,45,67,891,97,257,476,79,430,410,715,258,101
B002317,157,410,119,761,824,657,385,533,621,583,191,153,661,835,621,485,237,6,401,102,261,455,474,526,974,250,596,71,698,823
B022449,209,32,563,712,209,443,116,818,734,157,678,117,585,784,10,925,492,936,454,31,4,94,203,888,82,566,991,401,90,891
B012686,480,148,513,247,966,255,767,940,419,466,679,8,749,820,237,978,796,460,739,388,529,522,834,253,567,879,523,680,873,598
B032920,570,243,633,976,649,912,142,404,19,311,377,224,630,149,320,705,579,928,355,737,853,219,58,826,467,310,133,588,371,567
B019758,294,221,536,202,841,701,543,835,28,673,155,353,479,938,779,962,278,208,52,269,508,460,289,574,702,68,295,717,730,641
B009526,992,728,704,823,133,848,498,20,396,429,720,434,133,318,102,406,234,788,136,486,158,948,799,570,683,491,785,202,102,421
B038028,692,21,42,584,36,190,839,87,790,385,215,760,432,844,581,91,4,408,438,610,854,150,598,595,622,802,469,664,757,733
B013643,137,990,448,316,109,47,243,949,62,994,361,674,28,51,591,871,185,91,525,391,192,808,124,296,330,534,352,300,742,220
B046080,121,764,666,996,853,967,736,357,967,911,802,511,768,460,752,244,782,366,988,557,309,656,778,599,666,46,58,1,503,502
B005304,282,987,137,814,521,187,375,288,70,492,118,732,720,293,4,899,260,774,657,276,545,935,192,175,817,422,635,541,476,553
B029795,943,145,180,709,31,878,641,187,487,320,569,867,897,114,86,830,466,583,215,483,856,921,590,359,811,823,788,410,233,635
